"code","product"
"62089900","Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing gowns, housecoats and similar articles of textile materials (excl. of cotton or man-made fibres, knitted or crocheted, slips, petticoats, nightdresses and pyjamas, brassières, girdles, corsets and similar articles)(2012-2500);Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing gowns, housecoats and similar articles of textile materials (excl. of cotton or man-made fibres, knitted or crocheted, slips, petticoats, nightdresses and pyjamas, brassières, girdles, corsets and similar articles)(1988-2011)"
"62092000","Babies' garments and clothing accessories of cotton (excl. knitted or crocheted and hats, napkins and napkin liners {see 9619})(2012-2500);Babies' garments and clothing accessories of cotton (excl. knitted or crocheted and hats)(1988-2011)"
"62093000","Babies' garments and clothing accessories of synthetic fibres (excl. knitted or crocheted and hats, napkins and napkin liners {see 9619})(2012-2500);Babies' garments and clothing accessories of synthetic fibres (excl. knitted or crocheted and hats)(1988-2011)"
"62099010","Babies' garments and clothing accessories of wool or fine animal hair (excl. knitted or crocheted and hats)"
"62099090","Babies' garments and clothing accessories of textile materials (excl. of wool or fine animal hair, cotton or synthetic fibres, knitted or crocheted and hats, and napkins and napkin liners {see 9619})(2012-2500);Babies' garments and clothing accessories of textile materials (excl. of wool or fine animal hair, cotton or synthetic fibres, knitted or crocheted and hats)(2007-2011)"
"62101010","Garments made up of felt, whether or not impregnated, coated, covered or laminated (excl. babies' garments and clothing accessories)"
"62101092","Single-use gowns made up of nonwovens, of a kind used by patients or surgeons during surgical procedures"
"62101098","Garments made up of nonwovens, whether or not impregnated, coated, covered or laminated (excl. babies' garments, clothing accessories, and single-use gowns used during surgical procedures)"
"62102000","Garments of the type described in subheading 6201,11 to 6201,19, rubberised or impregnated, coated, covered or laminated with plastics or other substances(2022-2500);Garments of the type described in subheading 6201,11 to 6201,19, rubberised or impregnated, coated, covered or laminated with plastics or other substances(1988-2021)"
"62103000","Garments of the type described in subheading 6202,11 to 6202,19, rubberised or impregnated, coated, covered or laminated with plastics or other substances(2022-2500);Garments of the type described in subheading 6202,11 to 6202,19, rubberised or impregnated, coated, covered or laminated with plastics or other substances(1988-2021)"
"62104000","Men's or boys' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excl. of the type described in subheading 6201,11 to 6201,19, and babies' garments and clothing accessories)(2022-2500);Men's or boys' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excl. of the type described in subheading 6201,11 to 6201,19, and babies' garments and clothing accessories)(1988-2021)"
"62105000","Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excl. of the type described in subheading 6202,11 to 6202,19, and babies' garments and clothing accessories)(2022-2500);Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excl. of the type described in subheading 6202,11 to 6202,19, and babies' garments and clothing accessories)(2012-2021);Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excl. of the type described in subheading 6202,11 to 6202,19, and babies' garments and clothing accessories)(1988-2011)"
"62111100","Men's or boys' swimwear (excl. knitted or crocheted)"
"62111200","Women's or girls' swimwear (excl. knitted or crocheted)"
"62113210","Men's or boys' industrial and occupational clothing of cotton (excl. knitted or crocheted)"
"62113231","Men's or boys' lined tracksuits, of cotton, with an outer shell of a single identical fabric (not knitted or crocheted)"
"62113241","Men's or boys' lined tracksuit tops ""upper parts"", of cotton (not knitted or crocheted and excl. tracksuit tops with an outer shell of a single identical fabric)"
"62113242","Men's or boy's lined tracksuit bottoms ""lower parts"", of cotton (not knitted or crocheted and excl. tracksuit bottoms with an outer shell of a single identical fabric)"
"62113290","Men's or boys' garments, of cotton, n.e.s. (not knitted or crocheted)"
"62113310","Men's or boys' industrial and occupational clothing of man-made fibres (excl. knitted or crocheted)"
"62113331","Men's or boys' lined tracksuits, of man-made fibres, with an outer shell of a single identical fabric (not knitted or crocheted)"
"62113341","Men's or boys' lined tracksuit tops ""upper parts"", of man-made fibres (not knitted or crocheted and excl. tracksuit tops with an outer shell of a single identical fabric)"
"62113342","Men's or boys' lined tracksuit bottoms ""lower parts"", of man-made fibres (not knitted or crocheted and excl. tracksuit bottoms with an outer shell of a single identical fabric)"
"62113390","Men's or boys' garments, of man-made fibres, n.e.s. (not knitted or crocheted)"
"62113900","Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excl. of cotton or man-made fibres, knitted or crocheted)(2007-2500);Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted)(1988-2006)"
"62114210","Women's or girls' aprons, overalls, smock-overalls and other industrial and occupational clothing of cotton (excl. knitted or crocheted)"
"62114231","Women's or girls' lined tracksuits, of cotton, with an outer shell of a single identical fabric (not knitted or crocheted)"
"62114241","Women's or girls' lined tracksuit tops ""upper parts"", of cotton (not knitted or crocheted and excl. tracksuit tops with an outer shell of a single identical fabric)"
"62114242","Women's or girls' lined tracksuit bottoms ""lower parts"", of cotton (not knitted or crocheted and excl. tracksuit bottoms with an outer shell of a single identical fabric)"
"62114290","Women's or girls' garments, of cotton, n.e.s. (not knitted or crocheted)"
"62114310","Women's or girls' aprons, overalls, smock-overalls and other industrial and occupational clothing, of man-made fibres (excl. knitted or crocheted)"
"62114331","Women's or girls' lined tracksuits, of man-made fibres, with an outer shell of a single identical fabric (not knitted or crocheted)"
"62114341","Women's or girls' lined tracksuit tops ""upper parts"", of man-made fibres (not knitted or crocheted and excl. tracksuit tops with an outer shell of a single identical fabric)"
"62114342","Women's or girls' lined tracksuit bottoms ""lower parts"", of man-made fibres (not knitted or crocheted and excl. tracksuit bottoms with an outer shell of a single identical fabric)"
"62114390","Women's or girls' garments, of man-made fibres, n.e.s. (not knitted or crocheted)"
"62114900","Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excl. of cotton or man-made fibres, knitted or crocheted and goods of 9619)(2012-2500);Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted)(1988-2011)"
"62121010","Brassières of all types of textile materials, whether or not elasticated, incl. knitted or crocheted, in a set made up for retail sale containing a brassière and a brief"
"62121090","Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or crocheted (excl. in a set made up for retail sale containing a brassière and a brief)"
"62122000","Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. knitted or crocheted (excl. belts and corselets made entirely of rubber)"
"62123000","Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or crocheted"
"62129000","Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of brassieres, girdles, panty girdles and corselettes, of all types of textile materials, whether or not elasticated, incl. knitted or crocheted (excl. complete brassieres, girdles, panty girdles and corselettes)"
"62132000","Handkerchiefs of cotton, of which no side exceeds 60 cm (excl. knitted or crocheted)"
"62139000","Handkerchiefs of textile materials, of which no side exceeds 60 cm (excl. of cotton, and knitted or crocheted)(2007-2500);Handkerchiefs of textile materials, of which no side exceeds 60 cm (excl. of silk, silk waste or cotton, knitted or crocheted)(1988-2006)"
"62141000","Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excl. knitted or crocheted)"
"62142000","Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair (excl. knitted or crocheted)"
"62143000","Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excl. knitted or crocheted)"
"62144000","Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excl. knitted or crocheted)"
"62149000","Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excl. of silk, silk waste, wool, fine animal hair or man-made fibres, knitted or crocheted)"
"62151000","Ties, bow ties and cravats of silk or silk waste (excl. knitted or crocheted)"
"62152000","Ties, bow ties and cravats of man-made fibres (excl. knitted or crocheted)"
"62159000","Ties, bow ties and cravats of textile materials (excl. of silk, silk waste or man-made fibres, knitted or crocheted)"
"62160000","Gloves, mittens and mitts, of all types of textile materials (excl. knitted or crocheted and for babies)"
"62171000","Made-up clothing accessories, of all types of textile materials, n.e.s. (excl. knitted or crocheted)"
"62179000","Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excl. knitted or crocheted)"
"63090000","Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles for interior furnishing, of all types of textile materials, incl. all types of footwear and headgear, showing signs of appreciable wear and presented in bulk or in bales, sacks or similar packings (excl. carpets, other floor coverings and tapestries)"
"64011000","Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. skating boots with ice or roller skates attached, shin-guards and similar protective sportswear)"
"64019210","Waterproof footwear with uppers of rubber and outer soles of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes, covering only the ankle (excl. footwear incorporating a protective metal toecap, orthopaedic footwear, footwear with fixed attachments for skiing or skating, and toy footwear)"
"64019290","Waterproof footwear with uppers of plastic and outer soles of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes, covering only the ankle (excl. footwear incorporating a protective metal toecap, orthopaedic footwear, sports footwear, footwear with fixed attachments for skiing or skating, and toy footwear)"
"64019900","Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. covering the ankle but not the knee, footwear incorporating a protective metal toecap, orthopaedic footwear, skating boots with ice or roller skates attached and sports and toy footwear)(2007-2500);Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. incorporating a protective metal toecap, orthopaedic footwear, skating boots with ice or roller skates attached, and toy footwear)(2004-2006)"
"64021210","Ski-boots and cross-country ski footwear, with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401)"
"64021290","Snowboard boots with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401)"
"64021900","Sports footwear with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401, ski-boots, cross-country ski footwear, snowboard boots and skating boots with ice or roller skates attached)"
"64022000","Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled to the sole by means of plugs (excl. toy footwear)"
"64029110","Footwear covering the ankle, incorporating a protective metal toecap, with outer soles and uppers of rubber or plastics (excl. waterproof footwear of heading 6401, sports footwear and orthopaedic footwear)(2007-2500);Footwear covering the ankle, with uppers of rubber and outer soles of rubber or plastics (excl. incorporating a protective metal toe-cap, waterproof footwear of heading 6401, sports footwear, orthopaedic footwear and toy footwear)(1988-1995)"
"64029190","Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excl. incorporating a protective metal toecap, waterproof footwear of heading 6401, sports footwear, orthopaedic footwear and toy footwear)(2007-2500);Footwear covering the ankle, with uppers of plastics and outer soles of rubber or plastics (excl. incorporating a protective metal toe-cap, waterproof footwear of heading 6401, sports footwear, orthopaedic footwear and toy footwear)(1988-1995)"
"64029905","Footwear incorporating a protective metal toecap, with outer soles and uppers of rubber or plastics (excl. covering the ankle, waterproof footwear of heading 6401, sports footwear and orthopaedic footwear)"
"64029910","Footwear with uppers of rubber and outer soles of rubber or plastics (excl. covering the ankle or with upper straps or thongs assembled to the sole by means of plugs, waterproof footwear of heading 6401, sports footwear, orthopaedic footwear and toy footwear)"
"64029931","Footwear with uppers of plastic and outer soles of rubber or plastics, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of > 3 cm (excl. with upper straps or thongs assembled to the sole by means of plugs)"
"64029939","Footwear with uppers of plastic and outer soles of rubber or plastics, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm (excl. with upper straps or thongs assembled to the sole by means of plugs)"
"64029950","Slippers and other indoor footwear, with outer sole and upper of rubber or plastics (excl. covering the ankle, footwear with a vamp made of straps or which has one or several pieces cut out, and toy footwear)"
"64029991","Footwear with uppers of plastics and outer soles of rubber or plastics, with in-soles of a length of < 24 cm (excl. covering the ankle, footwear with a vamp made of straps or which has one or several pieces cut out, footwear incorporating a protective metal toecap, indoor footwear, sports footwear, waterproof footwear of heading 6401, orthopaedic footwear and toy footwear)"
"64029993","Footwear non-identifiable as men's or women's footwear, with uppers of plastics, with outer soles of rubber or plastics, with in-soles of length >= 24 cm (excl. footwear covering the ankle, with a vamp made of straps or which has one or more pieces cut out, or incorporating a protective metal toecap, indoor or sports footwear, waterproof footwear in heading 6401, and orthopaedic footwear)"
"64029996","Footwear with outer soles of rubber or plastics and uppers of plastics, with in-soles of a length >= 24 cm, for men (excl. footwear covering the ankle, with a vamp made of straps or which has one or more pieces cut out, or incorporating a protective metal toecap, indoor or sports footwear, waterproof footwear in heading 6401, orthopaedic footwear and footwear which cannot be identified as men's or women's)"
"64029998","Footwear with outer soles of rubber or of plastics and uppers of plastics, with in-soles of a length of >= 24 cm, for women (excl. footwear covering the ankle, with a vamp made of straps or which has one or more pieces cut out, or incorporating a protective metal toecap, indoor or sports footwear, waterproof footwear in heading 6401, orthopaedic footwear and footwear which cannot be identified as men's or women's)"
"64031200","Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, leather or composition leather and uppers of leather"
"64031900","Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers of leather (excl. ski-boots, cross-country ski footwear, snowboard boots and skating boots with ice or roller skates attached)"
"64032000","Footwear with outer soles of leather, and uppers which consist of leather straps across the instep and around the big toe"
"64034000","Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather or composition leather and uppers of leather (excl. sports footwear and orthopaedic footwear)"
"64035105","Footwear with outer soles and uppers of leather, made on a base or platform of wood, covering the ankle, with neither an inner sole nor a protective metal toecap"
"64035111","Footwear with outer soles and uppers of leather, covering the ankle but not the calf, with in-soles of < 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)"
"64035115","Men's footwear with outer soles and uppers of leather, covering the ankle but not the calf, with in-soles of >= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)"
"64035119","Women's footwear with outer soles and uppers of leather, covering the ankle but not the calf, with in-soles of >= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)"
"64035191","Footwear with outer soles and uppers of leather, covering the ankle and calf, with in-soles of < 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)"
"64035195","Men's footwear with outer soles and uppers of leather, covering the ankle and calf, with in-soles of >= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)"
"64035199","Women's footwear with outer soles and uppers of leather, covering the ankle and calf, with in-soles of >= 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, and orthopaedic footwear)"
"64035905","Footwear with outer soles and uppers of leather, made on a base or platform of wood, with neither an inner sole nor a protective metal toecap (excl. covering the ankle)"
"64035911","Footwear with outer soles and uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of > 3 cm (excl. with uppers which consist of leather straps across the instep and around the big toe)"
"64035931","Footwear with outer soles and uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm, with in-soles of < 24 cm in length (excl. with uppers which consist of leather straps across the instep and around the big toe, and toy footwear)"
"64035935","Men's footwear with outer soles and uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm, with in-soles of >= 24 cm in length (excl. with uppers which consist of leather straps across the instep and around the big toe)"
"64035939","Women's footwear with outer soles and uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm, with in-soles of >= 24 cm in length (excl. with uppers which consist of leather straps across the instep and around the big toe)"
"64035950","Slippers and other indoor footwear, with outer soles and uppers of leather (excl. covering the ankle, with a vamp or upper made of straps, and toy footwear)"
"64035991","Footwear with outer soles and uppers of leather, with in-soles of < 24 cm in length (excl. covering the ankle, incorporating a protective metal toecap, made on a base or platform of wood, without in-soles, with a vamp or upper made of straps, indoor footwear, sports footwear, orthopaedic footwear, and toy footwear)"
"64035995","Men's footwear with outer soles and uppers of leather, with in-soles of >= 24 cm in length (excl. covering the ankle, incorporating a protective metal toecap, made on a base or platform of wood, without in-soles, with a vamp or upper made of straps, indoor footwear, sports footwear, and orthopaedic footwear)"
"64035999","Women's footwear with outer soles and uppers of leather, with in-soles of >= 24 cm in length (excl. covering the ankle, incorporating a protective metal toecap, made on a base or platform of wood, without in-soles, with a vamp or upper made of straps, indoor footwear, sports footwear, and orthopaedic footwear)"
"64039105","Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, made on a base or platform of wood, covering the ankle with neither an inner sole nor a protective metal toecap"
"64039111","Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle but not the calf, with in-soles of < 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)(1996-2500);Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle but not the calf, with in-soles of < 24 cm in length (excl. incorporating a protective metal toe-cap, sports footwear, orthopaedic footwear and toy footwear)(1988-1995)"
"64039113","Footwear non-identifiable as men's or women's footwear, with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle (but not the calf), with in-soles of a length >= 24 cm (excl. 6403.11-00 to 6403.40.00)(1996-2500);Footwear non-identifiable as men's or women's footwear, with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle (but not the calf), with in-soles of a length >= 24 cm (excl. 6403.11-00 to 6403.40.00)(1990-1995)"
"64039116","Men's footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle (but not the calf), with in-soles of a length >= 24 cm (excl. 6403.11-00 to 6403.40.00)"
"64039118","Women's footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle (but not the calf), with in-soles of a length >= 24 cm (excl. 6403.11-00 to 6403.40.00)"
"64039191","Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle and calf, with in-soles of < 24 cm in length (excl. incorporating a protective metal toecap, sports footwear, orthopaedic footwear and toy footwear)"
"64039193","Footwear non-identifiable as men's or women's footwear, with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle, with in-soles of a length >= 24 cm (excl. 6403.1-00 to 6403.40.00)"
"64039196","Men's footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle, with in-soles of a length >= 24 cm (excl. 6403.11-00 to 6403.40.00 nor 6403.90-16)"
"64039198","Women's footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, covering the ankle, with in-soles of length >= 24 cm (excl. 6403.11-00 to 6403.40.00 nor 6403.91.18)"
"64039905","Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, made on a base or platform of wood, with neither an inner sole nor a protective metal toecap (excl. covering the ankle)"
"64039911","Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of > 3 cm"
"64039931","Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, with a vamp made of straps or which has one or several pieces cut out, with a maximum sole and heel height of <= 3 cm, with in-soles of < 24 cm in length (excl. toy footwear)"
"64039933","Footwear non-identifiable as men's or women's footwear, with outer soles of rubber, plastics or composition leather, with uppers of leather (not covering the ankle), with a vamp made of straps or which has one or several pieces cut out, with sole and heel height <= 3 cm, with in-soles of a length >= 24 cm (excl. 6403.11-00 to 6403.40.00)"
"64039936","Men's footwear with outer soles of rubber, plastics or composition leather, with uppers of leather (not covering the ankle), with a vamp made of straps or which has one or several pieces cut out, with sole and heel height <= 3 cm, with in-soles of a length >= 24 cm (excl. 6403.11-00 to 6403.40.00)"
"64039938","Women's footwear with outer soles of rubber, plastics or composition leather, with uppers of leather (not covering the ankle), with a vamp made of straps or which has one or several pieces cut out, with sole and heel height <= 3 cm, with in-soles of a length >= 24 cm (excl. 6403.11-00 to 6403.40.00)"
"64039950","Slippers and other indoor footwear, with outer soles of rubber, plastics, or composition leather and uppers of leather (excl. covering the ankle, with a vamp made of straps or which has one or several pieces cut out, and toy footwear)"
"64039991","Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, with in-soles of < 24 cm in length (excl. covering the ankle, incorporating a protective metal toecap, made on a base or platform of wood, without in-soles, with a vamp made of straps or which has one or several pieces cut out, indoor footwear, sports footwear, orthopaedic footwear and toy footwear)"
"64039993","Footwear non-identifiable as men's or women's footwear, with outer soles of rubber, plastics or composition leather and uppers of leather, with in-soles of a length of >= 24 cm (excl. footwear covering the ankle; with a protective metal toecap; with a main sole of wood, without in-sole; footwear with a vamp made of straps or which has one or more pieces cut out; indoor, sports or orthopaedic footwear)"
"64039996","Men's footwear with outer soles of rubber, plastics or composition leather, with uppers of leather (not covering the ankle), with in-soles of a length >= 24 cm (excl. 6403.11-00 to 6403.40.00, 6403.99.11, 6403.99.36, 6403.99.50)"
"64039998","Footwear with outer soles of rubber, plastics or composition leather and uppers of leather, with in-soles of a length of >= 24 cm, for women (excl. footwear covering the ankle; with a protective metal toecap; with a main sole of wood, without in-sole; footwear with a vamp made of straps or which has one or more pieces cut out; indoor, sports or orthopaedic footwear; footwear which cannot be identified as men's or women's)"
"64041100","Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, with outer soles of rubber or plastics and uppers of textile materials(1996-2500);Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, with outer soles of rubber or plastics and uppers of textile materials(1988-1995)"
"64041910","Slippers and other indoor footwear, with outer soles of rubber or plastics and uppers of textile materials (excl. tennis shoes, gym shoes, training shoes and the like, and toy footwear)"
"64041990","Footwear with outer soles of rubber or plastics and uppers of textile materials (excl. indoor footwear, sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, and toy footwear)(1996-2500);Footwear with outer soles of rubber or plastics and uppers of textile materials (excl. indoor footwear, sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, and toy footwear)(1988-1995)"
"64042010","Slippers and other indoor footwear with outer soles of leather or composition leather and uppers of textile materials (excl. toy footwear)"
"64042090","Footwear with outer soles of leather or composition leather and uppers of textile materials (excl. indoor footwear and toy footwear)"
"64051000","Footwear with uppers of leather or composition leather (excl. with outer soles of rubber, plastics, leather or composition leather and uppers of leather, orthopaedic footwear and toy footwear)"
"64052010","Footwear with uppers of textile materials and outer soles of wood or cork (excl. orthopaedic footwear and toy footwear)"
"64052091","Slippers and other indoor footwear with uppers of textile materials (excl. with outer soles of rubber, plastics, leather or composition leather, and toy footwear)"
"64052099","Footwear with uppers of textile materials (excl. with outer soles of rubber, plastics, leather or composition leather, wood or cork, indoor footwear, orthopaedic footwear and toy footwear)"
"64059010","Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of materials other than leather, composition leather or textile materials (excl. orthopaedic footwear and toy footwear)"
"64059090","Footwear with outer soles of wood, cork, twine, paperboard, furskin, woven fabrics, felt, nonwovens, linoleum, raffia, straw, loofah, etc. and uppers of materials other than leather, composition leather or textile materials (excl. orthopaedic footwear and toy footwear)"
"65040000","Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed (excl. headgear for animals, and toy and carnival headgear)"
"65050010","Hats and other headgear, knitted or crocheted, or made up from lace, of fur felt or of felt of wool and fur, made from the hat bodies, hoods or plateaux of heading 6501, whether or not lined or trimmed (excl. made by assembling strips or pieces of felt, and toy and carnival headgear)"
"65050030","Peaked caps and the like, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed (excl. toy and carnival headgear)"
"65050090","Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed (excl. of fur felt or of felt of wool and fur, peaked caps, headgear for animals or headgear having the character of toys or festive articles)"
"66019100","Umbrellas having a telescopic shaft (excl. toy umbrellas)"
"66019920","Umbrellas and sun umbrellas, incl. walking-stick umbrellas, with a cover of woven textile materials (excl. umbrellas having a telescopic shaft, garden umbrellas and the like, and toy umbrellas)"
"66019990","Umbrellas and sun umbrellas, incl. walking-stick umbrellas (excl. umbrellas with a cover of woven textile materials and umbrellas having a telescopic shaft, garden umbrellas and the like, and toy umbrellas)(1994-2500);Umbrellas and sun umbrellas, incl. walking-stick umbrellas, with a cover of non-textile materials (excl. umbrellas having a telescopic shaft, garden umbrellas and the like, and toy umbrellas)(1988-1993)"
"66020000","Walking sticks, seat-sticks, whips, riding-crops and the like (excl. measure walking sticks, crutches, firearm-sticks and sports sticks)"
"67041100","Complete wigs of synthetic textile materials"
"67041900","False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials (excl. complete wigs)"
"67042000","Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles of human hair, n.e.s."
"67049000","Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile materials (excl. synthetic textile materials)"
"68029200","Calcareous stone, in any form (excl. marble, travertine and alabaster, tiles, cubes and similar articles of subheading 6802.10, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, original sculptures and statuary, setts, curbstones and flagstones)(2011-2500);Calcareous stone, in any form, polished, carved or otherwise processed (excl. marble, travertine and alabaster, tiles, cubes and similar articles of subheading 680210, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, original sculptures and statuary, setts, curbstones and flagstones)(1988-1993)"
"68042300","Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of natural stone (excl. of agglomerated natural abrasives or ceramics, perfumed pumice stones, hand sharpening or polishing stones, and grinding wheels etc. specifically for dental drill engines)"
"68061000","Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets or rolls"
"68069000","Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials (excl. slag-wool, rock-wool and similar mineral wools, exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, articles of light concrete, asbestos-cement, cellulose fibre-cement or the like, mixtures and other articles of or based on asbestos, and ceramic products)"
"68071000","Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls"
"68079000","Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch (excl. in rolls)"
"68091900","Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster (excl. ornamented, faced or reinforced with paper or paperboard only, and with plaster agglomerated articles for heat-insulation, sound-insulation or sound absorption)"
"68109100","Prefabricated structural components for building or civil engineering of cement, concrete or artificial stone, whether or not reinforced(2011-2500);Prefabricated structural components for building or civil engineering of cement, concrete or artificial stone, whether or not reinforced(1988-1993)"
"68118100","Corrugated sheets of cellulose fibre-cement or the like, not containing asbestos"
"68118200","Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, not containing asbestos (excl. corrugated sheets)"
"68118900","Articles of cellulose fibre-cement or the like, not containing asbestos (excl. corrugated and other sheets, panels, tiles and similar articles)(2012-2500);Articles of cellulose fibre-cement or the like, not containing asbestos (excl. tubes, pipes and tube or pipe fittings, corrugated and other sheets, panels, paving, tiles and similar articles)(2007-2011)"
"68132000","Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers and pads, for clutches and the like, not mounted, containing asbestos, whether or not combined with textile or other materials"
"68138100","Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined with textile or other materials (excl. containing asbestos)"
"68138900","Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers and pads, for clutches and the like, with a basis of mineral substances or cellulose, whether or not combined with textile or other materials (excl. containing asbestos, and brake linings and pads)"
